frame.time_epoch,ip.src,ip.dst,_ws.col.protocol,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,tcp.flags.syn,tcp.flags.ack,tcp.flags.reset,tcp.flags.fin,frame.len
"1528105186.082325000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","529"
"1528105186.082365000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","1429"
"1528105186.082376000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","460"
"1528105186.094763000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1423"
"1528105186.094770000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","911"
"1528105186.094780000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","1435"
"1528105186.097053000","192.168.100.6","192.168.100.3","TCP","80","80",,,"False","False","False","False","296"
"1528105186.107168000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1264"
"1528105186.107175000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","640"
"1528105186.107182000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","1062"
"1528105186.119614000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1040"
"1528105186.119623000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","1096"
"1528105186.119631000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","696"
"1528105186.132023000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1311"
"1528105186.132028000","192.168.100.6","192.168.100.3","TCP","80","80",,,"False","False","False","False","296"
"1528105186.132033000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","997"
"1528105186.132043000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","632"
"1528105186.144504000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","882"
"1528105186.144522000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","1010"
"1528105186.144531000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","451"
"1528105186.156894000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1072"
"1528105186.156914000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","1502"
"1528105186.156923000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","944"
"1528105186.169309000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","830"
"1528105186.169315000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","566"
"1528105186.173025000","192.168.100.6","192.168.100.3","TCP","80","80",,,"False","False","False","False","296"
"1528105186.173033000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","763"
"1528105186.181724000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1313"
"1528105186.181731000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","1196"
"1528105186.181752000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","1051"
"1528105186.194149000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1066"
"1528105186.194154000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","580"
"1528105186.194162000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","1290"
"1528105186.206579000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1318"
"1528105186.206583000","192.168.100.6","192.168.100.3","TCP","80","80",,,"False","False","False","False","296"
"1528105186.206587000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","440"
"1528105186.206593000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","1424"
"1528105186.219063000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","534"
"1528105186.219069000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","1080"
"1528105186.219080000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","853"
"1528105186.231497000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","752"
"1528105186.231504000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","605"
"1528105186.231514000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","968"
"1528105186.243918000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1105"
"1528105186.243924000","192.168.100.6","192.168.100.3","TCP","80","80",,,"False","False","False","False","296"
"1528105186.243929000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","679"
"1528105186.243939000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","647"
"1528105186.256341000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","959"
"1528105186.256348000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","1149"
"1528105186.256358000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","1220"
"1528105186.261970000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1364"
"1528105186.261976000","192.168.100.6","192.168.100.3","TCP","80","80",,,"False","False","False","False","296"
"1528105186.261981000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","1302"
"1528105186.261990000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","580"
"1528105186.286798000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","907"
"1528105186.286806000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","1116"
"1528105186.286814000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","885"
"1528105186.299237000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1447"
"1528105186.299258000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","1386"
"1528105186.299265000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","969"
"1528105186.311647000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1149"
"1528105186.311654000","192.168.100.6","192.168.100.3","TCP","80","80",,,"False","False","False","False","296"
"1528105186.311661000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","855"
"1528105186.311673000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","702"
"1528105186.324092000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","660"
"1528105186.324099000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","1332"
"1528105186.324108000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","1189"
"1528105186.336528000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1080"
"1528105186.336537000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","551"
"1528105186.336547000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","995"
"1528105186.348917000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1396"
"1528105186.348931000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","619"
"1528105186.352992000","192.168.100.6","192.168.100.3","TCP","80","80",,,"False","False","False","False","296"
"1528105186.352996000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","520"
"1528105186.361411000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1467"
"1528105186.361419000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","1446"
"1528105186.361431000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","466"
"1528105186.373799000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1369"
"1528105186.373804000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","863"
"1528105186.377015000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","771"
"1528105186.386252000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","890"
"1528105186.386257000","192.168.100.6","192.168.100.3","TCP","80","80",,,"False","False","False","False","296"
"1528105186.386261000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","436"
"1528105186.386267000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","730"
"1528105186.398626000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","732"
"1528105186.398629000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","1130"
"1528105186.401053000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","459"
"1528105186.411099000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","941"
"1528105186.411105000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","731"
"1528105186.411111000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","1178"
"1528105186.423532000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1161"
"1528105186.423536000","192.168.100.6","192.168.100.3","TCP","80","80",,,"False","False","False","False","296"
"1528105186.423539000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","973"
"1528105186.423544000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","1284"
"1528105186.436012000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1326"
"1528105186.436020000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","1144"
"1528105186.436029000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","461"
"1528105186.448384000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","610"
"1528105186.448389000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","685"
"1528105186.448395000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","751"
"1528105186.460882000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1213"
"1528105186.460885000","192.168.100.6","192.168.100.3","TCP","80","80",,,"False","False","False","False","296"
"1528105186.460890000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","635"
"1528105186.460912000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","1266"
"1528105186.473305000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1332"
"1528105186.473315000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","872"
"1528105186.473322000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","925"
"1528105186.485671000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","637"
"1528105186.485677000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","597"
"1528105186.485682000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","621"
"1528105186.498129000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","939"
"1528105186.498133000","192.168.100.6","192.168.100.3","TCP","80","80",,,"False","False","False","False","296"
"1528105186.498136000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","617"
"1528105186.498143000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","705"
"1528105186.510500000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","919"
"1528105186.513104000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","683"
"1528105186.513128000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","964"
"1528105186.522978000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1168"
"1528105186.522984000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","1166"
"1528105186.522991000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","1363"
"1528105186.535397000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1247"
"1528105186.535401000","192.168.100.6","192.168.100.3","TCP","80","80",,,"False","False","False","False","296"
"1528105186.535404000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","888"
"1528105186.535409000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","532"
"1528105186.547851000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1398"
"1528105186.547856000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","753"
"1528105186.547861000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","1023"
"1528105186.560335000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1458"
"1528105186.560355000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","758"
"1528105186.560362000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","746"
"1528105186.572665000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","734"
"1528105186.572669000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","1357"
"1528105186.572728000","192.168.100.6","192.168.100.3","TCP","80","80",,,"False","False","False","False","296"
"1528105186.572731000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","1436"
"1528105186.585102000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","867"
"1528105186.585105000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","899"
"1528105186.589029000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","856"
"1528105186.597519000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","717"
"1528105186.597523000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","1207"
"1528105186.597530000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","592"
"1528105186.609971000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","452"
"1528105186.609973000","192.168.100.6","192.168.100.3","TCP","80","80",,,"False","False","False","False","296"
"1528105186.609977000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","527"
"1528105186.609981000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","1512"
"1528105186.622383000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","564"
"1528105186.622388000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","1260"
"1528105186.622410000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","1271"
"1528105186.634813000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1414"
"1528105186.634819000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","816"
"1528105186.634824000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","1305"
"1528105186.647240000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","586"
"1528105186.647244000","192.168.100.6","192.168.100.3","TCP","80","80",,,"False","False","False","False","296"
"1528105186.647247000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","1498"
"1528105186.647268000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","1447"
"1528105186.659671000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","853"
"1528105186.659677000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","1257"
"1528105186.659699000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","1383"
"1528105186.672101000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1144"
"1528105186.672107000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","818"
"1528105186.672112000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","1462"
"1528105186.684535000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1245"
"1528105186.684555000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","1133"
"1528105186.684561000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","1000"
"1528105186.684595000","192.168.100.6","192.168.100.3","TCP","80","80",,,"False","False","False","False","296"
"1528105186.697003000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1045"
"1528105186.697007000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","1394"
"1528105186.697013000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","1485"
"1528105186.709441000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","843"
"1528105186.709449000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","1332"
"1528105186.709471000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","1341"
"1528105186.721890000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","861"
"1528105186.721895000","192.168.100.6","192.168.100.3","TCP","80","80",,,"False","False","False","False","296"
"1528105186.721900000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","561"
"1528105186.721909000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","1221"
"1528105186.734301000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1124"
"1528105186.734310000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","1019"
"1528105186.734344000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","1261"
"1528105186.746701000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","919"
"1528105186.746715000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","1111"
"1528105186.746724000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","500"
"1528105186.759168000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1109"
"1528105186.759174000","192.168.100.6","192.168.100.3","TCP","80","80",,,"False","False","False","False","296"
"1528105186.759179000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","574"
"1528105186.759186000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","1034"
"1528105186.771608000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1191"
"1528105186.771616000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","893"
"1528105186.771624000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","1491"
"1528105186.784018000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1052"
"1528105186.784026000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","791"
"1528105186.784045000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","441"
"1528105186.796471000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","948"
"1528105186.796476000","192.168.100.6","192.168.100.3","TCP","80","80",,,"False","False","False","False","296"
"1528105186.796481000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","1060"
"1528105186.796490000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","633"
"1528105186.808906000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","614"
"1528105186.808914000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","1510"
"1528105186.808934000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","903"
"1528105186.821297000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","1268"
"1528105186.824991000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","743"
"1528105186.825003000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","507"
"1528105186.833719000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","546"
"1528105186.833735000","192.168.100.6","192.168.100.3","TCP","80","80",,,"False","False","False","False","296"
"1528105186.833740000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","939"
"1528105186.833761000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","1475"
"1528105186.846169000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1405"
"1528105186.846178000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","1186"
"1528105186.846197000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","621"
"1528105186.858554000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","890"
"1528105186.858573000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","1173"
"1528105186.858595000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","441"
"1528105186.871032000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1054"
"1528105186.871039000","192.168.100.6","192.168.100.3","TCP","80","80",,,"False","False","False","False","296"
"1528105186.871057000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","1269"
"1528105186.871065000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","505"
"1528105186.883455000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1264"
"1528105186.883478000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","604"
"1528105186.883486000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","764"
"1528105186.895887000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","769"
"1528105186.895894000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","889"
"1528105186.895902000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","1023"
"1528105186.908330000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","917"
"1528105186.908335000","192.168.100.6","192.168.100.3","TCP","80","80",,,"False","False","False","False","296"
"1528105186.908353000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","682"
"1528105186.908361000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","477"
"1528105186.920746000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1260"
"1528105186.920754000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","921"
"1528105186.920773000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","1149"
"1528105186.933177000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","1090"
"1528105186.937064000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","673"
"1528105186.937078000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","450"
"1528105186.945614000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1166"
"1528105186.945619000","192.168.100.6","192.168.100.3","TCP","80","80",,,"False","False","False","False","296"
"1528105186.945625000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","601"
"1528105186.945632000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","1248"
"1528105186.958041000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1422"
"1528105186.958062000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","762"
"1528105186.958071000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","992"
"1528105186.970444000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1173"
"1528105186.970463000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","711"
"1528105186.970470000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","916"
"1528105186.982920000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","530"
"1528105186.982925000","192.168.100.6","192.168.100.3","TCP","80","80",,,"False","False","False","False","296"
"1528105186.982931000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","590"
"1528105186.982941000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","1411"
"1528105186.995323000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","786"
"1528105186.999068000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","554"
"1528105186.999083000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","707"
"1528105187.007749000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1497"
"1528105187.007756000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","763"
"1528105187.011355000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","656"
"1528105187.020200000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1112"
"1528105187.020206000","192.168.100.6","192.168.100.3","TCP","80","80",,,"False","False","False","False","296"
"1528105187.020211000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","493"
"1528105187.020219000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","569"
"1528105187.032621000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","639"
"1528105187.032626000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","657"
"1528105187.032634000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","1283"
"1528105187.045097000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1299"
"1528105187.045106000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","613"
"1528105187.045113000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","965"
"1528105187.057512000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","687"
"1528105187.057520000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","1319"
"1528105187.057543000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","853"
"1528105187.061081000","192.168.100.6","192.168.100.3","TCP","80","80",,,"False","False","False","False","296"
"1528105187.069926000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","613"
"1528105187.069946000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","1471"
"1528105187.069958000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","1319"
"1528105187.082415000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","529"
"1528105187.082422000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","1429"
"1528105187.082431000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","460"
"1528105187.094810000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1423"
"1528105187.094828000","192.168.100.6","192.168.100.3","TCP","80","80",,,"False","False","False","False","296"
"1528105187.094834000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","911"
"1528105187.094843000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","1435"
"1528105187.107231000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1264"
"1528105187.107241000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","640"
"1528105187.107249000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","1062"
"1528105187.119673000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1040"
"1528105187.119680000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","1096"
"1528105187.119699000","192.168.100.46","192.168.100.5","TCP","80","80",,,"False","False","False","False","696"
"1528105187.132096000","192.168.100.55","192.168.100.3","TCP","8080","80",,,"False","False","False","False","1311"
"1528105187.132099000","192.168.100.6","192.168.100.3","TCP","80","80",,,"False","False","False","False","296"
"1528105187.132105000","192.168.100.3","192.168.100.55","TCP","80","8080",,,"False","False","False","False","997"
